id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2022-1517889,2022-02-04,000001,Vente,205000,1,,MAIL ROGER PREVOT,8140,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0469,,,210,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327176,48.943565
2022-1517889,2022-02-04,000001,Vente,205000,1,,MAIL ROGER PREVOT,8140,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0469,,,26,50.87,5,,,,,,,,2,3,Dépendance,,0,,,,,,2.327176,48.943565
2022-1518047,2022-01-27,000001,Vente,195000,9001,,RUE DES ANCIENNES ECOLES,0040,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,1587,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,6300,0,,,,,,2.332382,48.934813
2022-1518047,2022-01-27,000001,Vente,195000,4,,PL ANDRE MALRAUX,0043,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,1119,65.25,,,,,,,,,1,2,Appartement,64,3,,,,,,2.332382,48.934813
2022-1518132,2022-02-01,000001,Vente,153000,1,,RUE DU HAUT DE LA NOUE,4410,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,145,56.44,56,,,,,,,,2,2,Appartement,53,3,,,,,,2.326408,48.932486
2022-1518132,2022-02-01,000001,Vente,153000,1,,RUE DU HAUT DE LA NOUE,4410,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,145,56.44,56,,,,,,,,2,3,Dépendance,,0,,,,,,2.326408,48.932486
2022-1518147,2022-02-04,000001,Vente,135000,10,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0118,,,7,30.71,,,,,,,,,1,2,Appartement,30,1,,,,,,2.335033,48.936418
2022-1518178,2022-01-14,000001,Vente,320000,42,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0040,,,10,,16,,17,,9,69.4,,,4,1,Maison,58,3,,,,,,2.334448,48.931652
2022-1518178,2022-01-14,000001,Vente,320000,42,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0040,,,10,,16,,17,,9,69.4,,,4,3,Dépendance,,0,,,,,,2.334448,48.931652
2022-1518178,2022-01-14,000001,Vente,320000,42,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0040,,,8,,,,,,,,,,1,,,,,AG,terrains d'agrément,JARD,Jardin d'agrément,100,2.334448,48.931652
2022-1518214,2022-01-28,000001,Vente,112200,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,329,22.18,,,,,,,,,1,2,Appartement,22,1,,,,,,2.327666,48.92669
2022-1518732,2022-02-11,000001,Vente,170770,81,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,1401,,1411,59.22,,,,,,,2,2,Appartement,53,3,,,,,,2.326408,48.932486
2022-1518732,2022-02-11,000001,Vente,170770,81,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,1401,,1411,59.22,,,,,,,2,3,Dépendance,,0,,,,,,2.326408,48.932486
2022-1518768,2022-02-23,000001,Vente,102000,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,455,21.86,,,,,,,,,1,2,Appartement,22,1,,,,,,2.327666,48.92669
2022-1518823,2022-02-18,000001,Vente,16000,3,,RUE FOSSE AUX ASTRES,3575,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0307,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.332214,48.937354
2022-1518843,2022-02-23,000001,Vente,104400,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,319,22.31,,,,,,,,,1,2,Appartement,22,1,,,,,,2.327666,48.92669
2022-1518938,2022-02-23,000001,Vente,213000,213,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,136,,213,,,,,,,,2,4,Local industriel. commercial ou assimilé,260,0,,,,,,2.332382,48.934813
2022-1519085,2022-02-15,000001,Vente,170000,40,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,228,,235,59.9,,,,,,,2,2,Appartement,58,3,,,,,,2.332128,48.938453
2022-1519085,2022-02-15,000001,Vente,170000,40,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,228,,235,59.9,,,,,,,2,3,Dépendance,,0,,,,,,2.332128,48.938453
2022-1519188,2022-02-21,000001,Vente,187500,8,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0118,,,34,43.97,,,,,,,,,1,2,Appartement,43,2,,,,,,2.335033,48.936418
2022-1519188,2022-02-21,000001,Vente,187500,8,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0118,,,73,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.335033,48.936418
2022-1519484,2022-02-25,000001,Vente,385000,10,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,99,80.97,,,,,,,,,1,2,Appartement,58,3,,,,,,2.331243,48.937179
2022-1519484,2022-02-25,000001,Vente,385000,10,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,100,58.1,,,,,,,,,1,2,Appartement,83,5,,,,,,2.331243,48.937179
2022-1519484,2022-02-25,000001,Vente,385000,10,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,219,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.331243,48.937179
2022-1519484,2022-02-25,000001,Vente,385000,10,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,214,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.331243,48.937179
2022-1519484,2022-02-25,000001,Vente,385000,10,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,103,69.27,,,,,,,,,1,2,Appartement,70,4,,,,,,2.331243,48.937179
2022-1519484,2022-02-25,000001,Vente,385000,10,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,215,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.331243,48.937179
2022-1519492,2022-02-25,000001,Vente,180000,54,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0298,,,214,,225,79.9,,,,,,,2,2,Appartement,78,5,,,,,,2.330997,48.940827
2022-1519492,2022-02-25,000001,Vente,180000,54,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0298,,,214,,225,79.9,,,,,,,2,3,Dépendance,,0,,,,,,2.330997,48.940827
2022-1519502,2022-02-23,000001,Vente,152000,8,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,193,,81,56.9,,,,,,,2,2,Appartement,57,3,,,,,,2.331243,48.937179
2022-1519502,2022-02-23,000001,Vente,152000,8,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,193,,81,56.9,,,,,,,2,3,Dépendance,,0,,,,,,2.331243,48.937179
2022-1519508,2022-03-03,000001,Vente,328900,42,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0488,,,13,73.08,,,,,,,,,1,2,Appartement,72,3,,,,,,2.326932,48.944472
2022-1519508,2022-03-03,000001,Vente,328900,42,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0488,,,87,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326932,48.944472
2022-1519636,2022-03-02,000001,Vente,26400,66,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0375,,,23,60,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327719,48.935403
2022-1519636,2022-03-02,000001,Vente,26400,64,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0375,,,113,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327719,48.935403
2022-1519636,2022-03-02,000001,Vente,26400,64,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0375,,,117,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327719,48.935403
2022-1519636,2022-03-02,000001,Vente,26400,66,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0375,,,23,60,,,,,,,,,1,2,Appartement,55,3,,,,,,2.327719,48.935403
2022-1519650,2022-03-11,000001,Vente,185000,212,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0283,,,232,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.33398,48.934561
2022-1519650,2022-03-11,000001,Vente,185000,212,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0283,,,103,69.7,30,,,,,,,,2,3,Dépendance,,0,,,,,,2.33398,48.934561
2022-1519650,2022-03-11,000001,Vente,185000,212,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0283,,,103,69.7,30,,,,,,,,2,2,Appartement,66,3,,,,,,2.33398,48.934561
2022-1519875,2022-03-04,000001,Vente,275000,42,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0488,,,3,64.9,,,,,,,,,1,2,Appartement,64,3,,,,,,2.326932,48.944472
2022-1519875,2022-03-04,000001,Vente,275000,42,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0488,,,74,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326932,48.944472
2022-1520061,2022-03-15,000001,Vente,6000,208,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0283,,,313,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.33398,48.934561
2022-1520061,2022-03-15,000001,Vente,6000,208,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0283,,,316,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.33398,48.934561
2022-1520061,2022-03-15,000001,Vente,6000,208,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0283,,,311,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.33398,48.934561
2022-1520061,2022-03-15,000001,Vente,6000,208,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0283,,,314,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.33398,48.934561
2022-1520061,2022-03-15,000001,Vente,6000,208,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0283,,,312,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.33398,48.934561
2022-1520061,2022-03-15,000001,Vente,6000,208,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0283,,,315,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.33398,48.934561
2022-1520073,2022-03-15,000001,Vente,38250,11,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0308,,,,,,,,,,,,,0,,,,,S,sols,,,72,2.334587,48.935472
2022-1520073,2022-03-15,000001,Vente,38250,11,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0309,,,,,,,,,,,,,0,,,,,S,sols,,,85,,
2022-1520073,2022-03-15,000001,Vente,38250,15,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0310,,,,,,,,,,,,,0,,,,,S,sols,,,15,2.334208,48.935432
2022-1520073,2022-03-15,000001,Vente,38250,15,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0311,,,,,,,,,,,,,0,,,,,S,sols,,,184,,
2022-1520073,2022-03-15,000001,Vente,38250,216,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0312,,,,,,,,,,,,,0,,,,,S,sols,,,3,2.333104,48.935363
2022-1520073,2022-03-15,000001,Vente,38250,216,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0313,,,,,,,,,,,,,0,,,,,S,sols,,,406,,
2022-1520084,2022-03-10,000001,Vente,150000,40,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,245,59.69,,,,,,,,,1,3,Dépendance,,0,,,,,,2.332128,48.938453
2022-1520084,2022-03-10,000001,Vente,150000,40,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,218,,,,,,,,,,1,2,Appartement,58,3,,,,,,2.332128,48.938453
2022-1520084,2022-03-10,000001,Vente,150000,40,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,218,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.332128,48.938453
2022-1520084,2022-03-10,000001,Vente,150000,40,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,245,59.69,,,,,,,,,1,2,Appartement,58,3,,,,,,2.332128,48.938453
2022-1520108,2022-02-25,000001,Vente,226000,6,,PL ANDRE MALRAUX,0043,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,1218,90.1,,,,,,,,,1,2,Appartement,91,5,,,,,,2.332382,48.934813
2022-1520108,2022-02-25,000001,Vente,226000,9001,,PL ANDRE MALRAUX,0043,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,1548,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.332382,48.934813
2022-1520128,2022-03-15,000001,Vente,26250,32,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0150,,,,,,,,,,,,,0,,,,,S,sols,,,766,2.33203,48.935758
2022-1520128,2022-03-15,000001,Vente,26250,34,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0152,,,,,,,,,,,,,0,,,,,S,sols,,,284,2.331778,48.935641
2022-1520133,2022-03-16,000001,Vente,340000,14,,RUE CHAILLON,1435,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0385,,,29,79.2,,,,,,,,,1,1,Maison,130,5,,,,,,2.329585,48.936261
2022-1520144,2022-03-21,000001,Vente,1,33,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0243,,8,,,,,,,,,,,0,,,,,,,,,,2.327009,48.926443
2022-1520220,2022-03-16,000001,Vente,180000,37,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0378,,,238,,315,,,,,,,,2,3,Dépendance,,0,,,,,,2.328071,48.937802
2022-1520220,2022-03-16,000001,Vente,180000,37,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0378,,,238,,315,,,,,,,,2,2,Appartement,82,4,,,,,,2.328071,48.937802
2022-1520250,2022-03-28,000001,Vente,102000,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,259,21.42,,,,,,,,,1,2,Appartement,21,1,,,,,,2.327666,48.92669
2022-1520405,2022-03-21,000001,Vente,145762.84,13,,RUE DU HAUT DE LA NOUE,4410,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,340,,419,74.92,,,,,,,2,3,Dépendance,,0,,,,,,2.326408,48.932486
2022-1520405,2022-03-21,000001,Vente,145762.84,13,,RUE DU HAUT DE LA NOUE,4410,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,340,,419,74.92,,,,,,,2,2,Appartement,64,4,,,,,,2.326408,48.932486
2022-1520443,2022-03-24,000001,Vente,226000,2,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0143,,,31,71.58,68,,,,,,,,2,2,Appartement,71,4,,,,,,2.332124,48.936723
2022-1520443,2022-03-24,000001,Vente,226000,2,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0143,,,31,71.58,68,,,,,,,,2,3,Dépendance,,0,,,,,,2.332124,48.936723
2022-1520445,2022-03-18,000001,Vente,239500,30,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0478,,,6,56.4,,,,,,,,,1,2,Appartement,56,3,,,,,,2.327526,48.944384
2022-1520447,2022-03-22,000001,Vente,145000,154,B,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0107,,,182,51,201,,,,,,,,2,2,Appartement,55,2,,,,,,2.333297,48.931066
2022-1520447,2022-03-22,000001,Vente,145000,154,B,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0107,,,182,51,201,,,,,,,,2,3,Dépendance,,0,,,,,,2.333297,48.931066
2022-1520447,2022-03-22,000001,Vente,145000,154,B,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0107,,,182,51,201,,,,,,,,2,3,Dépendance,,0,,,,,,2.333297,48.931066
2022-1520447,2022-03-22,000001,Vente,145000,154,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0107,,,269,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.333297,48.931066
2022-1520452,2022-03-22,000001,Vente,140000,14,,RUE CHAILLON,1435,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0385,,,114,56.7,225,,,,,,,,2,2,Appartement,56,3,,,,,,2.329585,48.936261
2022-1520452,2022-03-22,000001,Vente,140000,14,,RUE CHAILLON,1435,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0385,,,114,56.7,225,,,,,,,,2,3,Dépendance,,0,,,,,,2.329585,48.936261
2022-1520561,2022-03-17,000001,Vente,266300,16,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0466,,,32,64,,,,,,,,,1,2,Appartement,64,3,,,,,,2.329166,48.943738
2022-1520561,2022-03-17,000001,Vente,266300,16,B,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0466,,,38,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.329166,48.943738
2022-1520733,2022-04-05,000001,Vente,153500,64,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0375,,,149,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327719,48.935403
2022-1520733,2022-04-05,000001,Vente,153500,72,B,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0375,,,245,46.47,,,,,,,,,1,2,Appartement,41,2,,,,,,2.327719,48.935403
2022-1520745,2022-03-28,000001,Vente,261000,15,,ALL SAINT PAUL,8300,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0286,,,210,,,,,,,,,,1,2,Appartement,80,4,,,,,,2.334307,48.934052
2022-1520745,2022-03-28,000001,Vente,261000,204,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0286,,,1322,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334307,48.934052
2022-1520747,2022-03-28,000001,Vente,342400,5,,MAIL ROGER PREVOT,8140,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0468,,,302,79.9,509,,,,,,,,2,3,Dépendance,,0,,,,,,2.327129,48.943904
2022-1520747,2022-03-28,000001,Vente,342400,19,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0468,,,465,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327129,48.943904
2022-1520747,2022-03-28,000001,Vente,342400,5,,MAIL ROGER PREVOT,8140,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0468,,,302,79.9,509,,,,,,,,2,2,Appartement,80,4,,,,,,2.327129,48.943904
2022-1520751,2022-03-24,000001,Vente,173000,38,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,271,,274,59.35,,,,,,,2,2,Appartement,58,3,,,,,,2.332128,48.938453
2022-1520751,2022-03-24,000001,Vente,173000,38,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,271,,274,59.35,,,,,,,2,3,Dépendance,,0,,,,,,2.332128,48.938453
2022-1520887,2022-03-28,000001,Vente,206996,8,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0118,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.335033,48.936418
2022-1520887,2022-03-28,000001,Vente,206996,8,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0118,,,47,45.54,,,,,,,,,1,2,Appartement,45,2,,,,,,2.335033,48.936418
2022-1520989,2022-03-14,000001,Vente,125000,200,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0286,,,1115,31.01,,,,,,,,,1,2,Appartement,30,1,,,,,,2.334307,48.934052
2022-1521035,2022-03-31,000001,Vente,164180,13,,RUE DU ONZE NOVEMBRE 1918,6800,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0107,,,77,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.333297,48.931066
2022-1521035,2022-03-31,000001,Vente,164180,13,,RUE DU ONZE NOVEMBRE 1918,6800,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0107,,,77,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.333297,48.931066
2022-1521035,2022-03-31,000001,Vente,164180,13,,RUE DU ONZE NOVEMBRE 1918,6800,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0107,,,77,,,,,,,,,,1,2,Appartement,77,4,,,,,,2.333297,48.931066
