id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2020-752423,2020-08-28,000001,Vente,177000,66,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0348,,,175,,,,,,,,,,1,2,Appartement,57,3,,,,,,2.329622,48.940747
2020-752436,2020-09-04,000001,Vente en l'état futur d'achèvement,12500,55,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0163,,,5031,12,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328868,48.927027
2020-752496,2020-09-01,000001,Vente,275000,19,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0468,,,206,55.68,,,,,,,,,1,2,Appartement,56,3,,,,,,2.327129,48.943904
2020-752598,2020-09-08,000001,Vente,178000,20,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,625,,,,,,,,,,1,2,Appartement,45,2,,,,,,2.332128,48.938453
2020-752598,2020-09-08,000001,Vente,178000,20,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,623,70.82,,,,,,,,,1,2,Appartement,69,4,,,,,,2.332128,48.938453
2020-752606,2020-09-02,000001,Vente,170000,38,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0772,,,489,,537,,,,,,,,2,2,Appartement,71,4,,,,,,2.330838,48.935809
2020-752606,2020-09-02,000001,Vente,170000,38,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0772,,,402,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.330838,48.935809
2020-752611,2020-09-15,000001,Vente,296101,19,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0468,,,203,65.44,,,,,,,,,1,2,Appartement,65,3,,,,,,2.327129,48.943904
2020-752611,2020-09-15,000001,Vente,296101,19,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0468,,,444,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327129,48.943904
2020-752664,2020-08-20,000001,Vente,173000,22,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,588,,,,,,,,,,1,2,Appartement,58,3,,,,,,2.332128,48.938453
2020-752664,2020-08-20,000001,Vente,173000,22,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,586,59.04,,,,,,,,,1,2,Appartement,58,3,,,,,,2.332128,48.938453
2020-752669,2020-09-17,000001,Vente,370000,33,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0491,,,538,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.325855,48.944007
2020-752669,2020-09-17,000001,Vente,370000,35,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0491,,,325,79.2,,,,,,,,,1,2,Appartement,76,4,,,,,,2.325855,48.944007
2020-752672,2020-09-18,000001,Vente,160000,12,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0143,,,64,,,,,,,,,,1,2,Appartement,43,2,,,,,,2.334997,48.936893
2020-752672,2020-09-18,000001,Vente,160000,12,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0143,,,159,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334997,48.936893
2020-752782,2020-09-18,000001,Vente,157000,44,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,140,,159,59.88,,,,,,,2,2,Appartement,58,3,,,,,,2.332128,48.938453
2020-752791,2020-09-22,000001,Vente,169000,13,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0473,,,70,33.01,,,,,,,,,1,2,Appartement,33,2,,,,,,2.328652,48.943509
2020-752794,2020-09-18,000001,Vente,165000,36,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,327,59.26,,,,,,,,,1,2,Appartement,58,3,,,,,,2.332128,48.938453
2020-752794,2020-09-18,000001,Vente,165000,36,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,300,,,,,,,,,,1,2,Appartement,58,3,,,,,,2.332128,48.938453
2020-752838,2020-09-25,000001,Vente,165100,28,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,231,,468,59.8,,,,,,,2,2,Appartement,58,3,,,,,,2.332128,48.938453
2020-752847,2020-09-08,000001,Vente,153500,42,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0314,,,20,57.65,99,,,,,,,,2,2,Appartement,57,3,,,,,,2.329436,48.937947
2020-752869,2020-09-28,000001,Vente,155000,15,,RUE DE L AVENIR,0080,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0157,,,3,49.15,9,,,,,,,,2,2,Appartement,48,3,,,,,,2.330305,48.936169
2020-752969,2020-09-30,000001,Vente,11000,24,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0470,,,67,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328418,48.944123
2020-753042,2020-09-24,000001,Vente,279000,46,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0490,,,348,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.325824,48.944372
2020-753042,2020-09-24,000001,Vente,279000,48,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0490,,,25,63.45,,,,,,,,,1,2,Appartement,63,3,,,,,,2.325824,48.944372
2020-753051,2020-09-23,000001,Vente,280000,43,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0491,,,425,,,,,,,,,,1,2,Appartement,67,3,,,,,,2.325855,48.944007
2020-753051,2020-09-23,000001,Vente,280000,33,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0491,,,525,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.325855,48.944007
2020-753068,2020-09-28,000001,Vente,142000,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,184,,56,68.48,,,,,,,2,3,Dépendance,,0,,,,,,2.325915,48.939675
2020-753068,2020-09-28,000001,Vente,142000,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,184,,56,68.48,,,,,,,2,2,Appartement,70,4,,,,,,2.325915,48.939675
2020-753096,2020-09-29,000001,Vente,158000,6,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,170,,56,58.15,,,,,,,2,2,Appartement,57,3,,,,,,2.331243,48.937179
2020-753096,2020-09-29,000001,Vente,158000,6,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,170,,56,58.15,,,,,,,2,3,Dépendance,,0,,,,,,2.331243,48.937179
2020-753145,2020-09-30,000001,Vente,340450,24,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0470,,,70,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328418,48.944123
2020-753145,2020-09-30,000001,Vente,340450,24,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0470,,,4,89.2,,,,,,,,,1,2,Appartement,89,4,,,,,,2.328418,48.944123
2020-753145,2020-09-30,000001,Vente,340450,24,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0470,,,4,89.2,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328418,48.944123
2020-753154,2020-10-05,000001,Vente,110000,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,451,,,,,,,,,,1,2,Appartement,22,1,,,,,,2.327666,48.92669
2020-753270,2020-10-07,000001,Vente,265000,50,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0490,,,107,65.25,,,,,,,,,1,2,Appartement,65,3,,,,,,2.325824,48.944372
2020-753270,2020-10-07,000001,Vente,265000,46,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0490,,,333,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.325824,48.944372
2020-753290,2020-10-13,000001,Vente,60290,170,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0047,,,2,,,,,,,,,,1,2,Appartement,21,1,,,,,,2.332671,48.931735
2020-753291,2020-10-13,000001,Vente,119250,24,,RUE DU FOND DE LA NOUE,3565,92390,92078,Villeneuve-la-Garenne,92,,,920780000L0205,,,1,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,28,0,,,,,,2.331297,48.931978
2020-753310,2020-10-22,000001,Vente en l'état futur d'achèvement,277650,33,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0243,,,7128,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327009,48.926443
2020-753310,2020-10-22,000001,Vente en l'état futur d'achèvement,277650,33,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0243,,,3006,,,,,,,,,,1,2,Appartement,63,3,,,,,,2.327009,48.926443
2020-753344,2020-10-09,000001,Vente,157000,46,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,103,,114,,,,,,,,2,3,Dépendance,,0,,,,,,2.332128,48.938453
2020-753344,2020-10-09,000001,Vente,157000,46,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,103,,114,,,,,,,,2,2,Appartement,58,3,,,,,,2.332128,48.938453
2020-753345,2020-10-07,000001,Vente,183342,42,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,181,,200,60.24,,,,,,,2,3,Dépendance,,0,,,,,,2.332128,48.938453
2020-753345,2020-10-07,000001,Vente,183342,42,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,181,,200,60.24,,,,,,,2,2,Appartement,58,3,,,,,,2.332128,48.938453
2020-754672,2020-10-19,000001,Vente,312650,24,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0470,,,6,79.93,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328418,48.944123
2020-754672,2020-10-19,000001,Vente,312650,24,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0470,,,6,79.93,,,,,,,,,1,2,Appartement,80,4,,,,,,2.328418,48.944123
2020-754672,2020-10-19,000001,Vente,312650,24,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0470,,,57,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328418,48.944123
2020-754698,2020-10-23,000001,Vente,140000,14,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,726,,741,59.73,,,,,,,2,3,Dépendance,,0,,,,,,2.332128,48.938453
2020-754698,2020-10-23,000001,Vente,140000,14,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,726,,741,59.73,,,,,,,2,2,Appartement,58,3,,,,,,2.332128,48.938453
2020-754721,2020-10-13,000001,Vente,193000,4,,RUE PAUL SIGNAC,6658,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0491,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.325855,48.944007
2020-754721,2020-10-13,000001,Vente,193000,43,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0491,,,407,44.42,,,,,,,,,1,2,Appartement,44,2,,,,,,2.325855,48.944007
2020-754795,2020-10-15,000001,Vente,112090,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,169,,83,56.57,,,,,,,2,2,Appartement,56,3,,,,,,2.325915,48.939675
2020-754795,2020-10-15,000001,Vente,112090,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,169,,83,56.57,,,,,,,2,3,Dépendance,,0,,,,,,2.325915,48.939675
2020-754950,2020-10-07,000001,Vente,204000,54,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0298,,,206,,220,86.6,,,,,,,2,2,Appartement,78,5,,,,,,2.330997,48.940827
2020-754950,2020-10-07,000001,Vente,204000,54,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0298,,,206,,220,86.6,,,,,,,2,3,Dépendance,,0,,,,,,2.330997,48.940827
2020-755192,2020-10-30,000001,Vente,93000,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,407,22.05,,,,,,,,,1,2,Appartement,22,1,,,,,,2.327666,48.92669
2020-755430,2020-10-30,000001,Vente,600000,1,,RUE DES SORBIERS AUX OISEAUX,8545,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0186,,,,,,,,,,,,,0,1,Maison,110,5,S,sols,,,554,2.334868,48.939803
2020-755491,2020-11-10,000001,Vente,355000,3,,IMP LEGENDRE,3121,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0060,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,130,2.334438,48.931475
2020-755491,2020-11-10,000001,Vente,355000,3,,IMP LEGENDRE,3121,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0060,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,130,2.334438,48.931475
2020-755491,2020-11-10,000001,Vente,355000,3,,IMP LEGENDRE,3121,92390,92078,Villeneuve-la-Garenne,92,,,920780000J0060,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,130,2.334438,48.931475
2020-755777,2020-11-20,000001,Vente,169000,31,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0302,,,125,49.27,8,,,,,,,,2,3,Dépendance,,0,,,,,,2.330901,48.940239
2020-755777,2020-11-20,000001,Vente,169000,31,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0302,,,125,49.27,8,,,,,,,,2,2,Appartement,46,2,,,,,,2.330901,48.940239
2020-756004,2020-11-13,000001,Vente,354000,50,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0490,,,134,93.75,,,,,,,,,1,2,Appartement,92,4,,,,,,2.325824,48.944372
2020-756004,2020-11-13,000001,Vente,354000,46,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0490,,,363,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.325824,48.944372
2020-756026,2020-10-29,000001,Vente,132500,12,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0143,,,186,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334997,48.936893
2020-756026,2020-10-29,000001,Vente,132500,12,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0143,,,83,43.8,,,,,,,,,1,2,Appartement,46,3,,,,,,2.334997,48.936893
2020-756046,2020-11-06,000001,Vente,20500,64,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0375,,,116,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327719,48.935403
2020-756057,2020-11-09,000001,Vente,193000,8,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,183,,67,72.8,,,,,,,2,2,Appartement,69,4,,,,,,2.331243,48.937179
2020-756057,2020-11-09,000001,Vente,193000,8,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0142,,,183,,67,72.8,,,,,,,2,3,Dépendance,,0,,,,,,2.331243,48.937179
2020-756086,2020-11-05,000001,Vente,150000,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,166,,17,56.46,,,,,,,2,3,Dépendance,,0,,,,,,2.325915,48.939675
2020-756086,2020-11-05,000001,Vente,150000,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,166,,17,56.46,,,,,,,2,2,Appartement,47,3,,,,,,2.325915,48.939675
2020-756093,2020-11-17,000001,Vente,164000,12,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0143,,,183,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334997,48.936893
2020-756093,2020-11-17,000001,Vente,164000,12,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0143,,,77,43.71,,,,,,,,,1,2,Appartement,42,2,,,,,,2.334997,48.936893
