id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-1106582,2024-01-22,000001,Vente,145700,14,,RUE CHAILLON,1435,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0385,,,181,,70,56.25,,,,,,,2,2,Appartement,65,4,,,,,,2.329585,48.936261
2024-1106587,2024-01-15,000001,Vente,114600,8,,AV JEAN JAURES,4500,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,1104,,1117,,,,,,,,2,2,Appartement,53,3,,,,,,2.326408,48.932486
2024-1106587,2024-01-15,000001,Vente,114600,8,,AV JEAN JAURES,4500,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,1104,,1117,,,,,,,,2,3,Dépendance,,0,,,,,,2.326408,48.932486
2024-1106657,2024-02-01,000001,Vente,244000,204,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0286,,,1391,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334307,48.934052
2024-1106657,2024-02-01,000001,Vente,244000,19,,IMP DES LILAS,5139,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0286,,,1625,,903,,,,,,,,2,2,Appartement,66,3,,,,,,2.334307,48.934052
2024-1106809,2024-02-07,000001,Vente en l'état futur d'achèvement,214000,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0249,,,67,,,,,,,,,,1,,,,,,,,,,2.327029,48.927197
2024-1106828,2024-01-31,000001,Vente,360000,43,,QUAI ALFRED SISLEY,0037,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0105,,,33,117.51,,,,,,,,,1,1,Maison,92,4,,,,,,2.33347,48.940926
2024-1106901,2024-02-13,000001,Vente,360000,14,,RUE CHAILLON,1435,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0385,,,11,105.98,,,,,,,,,1,1,Maison,80,5,,,,,,2.329585,48.936261
2024-1107016,2024-02-15,000001,Vente,100000,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,367,22.63,,,,,,,,,1,2,Appartement,22,1,,,,,,2.327666,48.92669
2024-1107202,2024-02-15,000001,Vente,200000,72,B,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0375,,,244,80.13,,,,,,,,,1,2,Appartement,80,4,,,,,,2.327719,48.935403
2024-1107202,2024-02-15,000001,Vente,200000,72,B,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0375,,,244,80.13,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327719,48.935403
2024-1107202,2024-02-15,000001,Vente,200000,64,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0375,,,125,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327719,48.935403
2024-1107254,2024-02-21,000001,Vente,290000,18,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0471,,,61,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328803,48.943936
2024-1107254,2024-02-21,000001,Vente,290000,18,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0471,,,6,81.7,,,,,,,,,1,2,Appartement,82,4,,,,,,2.328803,48.943936
2024-1107346,2024-02-12,000001,Vente,110000,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,156,,25,,,,,,,,2,2,Appartement,43,2,,,,,,2.325915,48.939675
2024-1107346,2024-02-12,000001,Vente,110000,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,156,,25,,,,,,,,2,3,Dépendance,,0,,,,,,2.325915,48.939675
2024-1107413,2024-02-22,000001,Vente en l'état futur d'achèvement,353733,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0249,,,155,,,,,,,,,,1,,,,,,,,,,2.327029,48.927197
2024-1107413,2024-02-22,000001,Vente en l'état futur d'achèvement,353733,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0249,,,66,,,,,,,,,,1,,,,,,,,,,2.327029,48.927197
2024-1107599,2024-03-07,000001,Vente,72000,6,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0072,,,2,48,,,,,,,,,1,4,Local industriel. commercial ou assimilé,63,0,,,,,,2.335209,48.936157
2024-1107599,2024-03-07,000001,Vente,72000,6,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0072,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.335209,48.936157
2024-1107647,2024-03-08,000001,Vente,145000,9001,,PL ANDRE MALRAUX,0043,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,1514,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.332382,48.934813
2024-1107647,2024-03-08,000001,Vente,145000,6,,PL ANDRE MALRAUX,0043,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,1214,67.45,,,,,,,,,1,2,Appartement,68,3,,,,,,2.332382,48.934813
2024-1107725,2024-03-08,000001,Vente,370000,14,,RUE DES SORBIERS AUX OISEAUX,8545,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0200,,,,,,,,,,,,,0,1,Maison,101,4,S,sols,,,238,2.333365,48.94011
2024-1107748,2024-03-05,000001,Vente,190000,37,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0378,,,206,102.3,326,,,,,,,,2,2,Appartement,54,3,,,,,,2.328071,48.937802
2024-1107878,2024-03-21,000001,Vente en l'état futur d'achèvement,225000,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,39,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2024-1107878,2024-03-21,000001,Vente en l'état futur d'achèvement,225000,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,176,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2024-1107983,2024-03-07,000001,Vente,112000,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,369,22.03,,,,,,,,,1,2,Appartement,22,1,,,,,,2.327666,48.92669
2024-1108001,2024-03-25,000001,Vente en l'état futur d'achèvement,248980,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,73,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2024-1108001,2024-03-25,000001,Vente en l'état futur d'achèvement,248980,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,168,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2024-1108025,2024-03-21,000001,Vente en l'état futur d'achèvement,241288,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0249,,,164,,,,,,,,,,1,,,,,,,,,,2.327029,48.927197
2024-1108025,2024-03-21,000001,Vente en l'état futur d'achèvement,241288,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0249,,,78,,,,,,,,,,1,,,,,,,,,,2.327029,48.927197
2024-1108062,2024-03-20,000001,Vente,185280,29,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0350,,,119,59.03,,,,,,,,,1,2,Appartement,59,3,,,,,,2.32662,48.944064
2024-1108111,2024-03-25,000001,Vente,75000,34,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0035,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.335219,48.933318
2024-1108111,2024-03-25,000001,Vente,75000,34,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0035,,,4,,,,,,,,,,1,2,Appartement,30,2,,,,,,2.335219,48.933318
2024-1108119,2024-03-08,000001,Vente en l'état futur d'achèvement,261700,61,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0051,,,314,,,,,,,,,,1,,,,,,,,,,2.333476,48.929386
2024-1108119,2024-03-08,000001,Vente en l'état futur d'achèvement,261700,61,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0051,,,480,,,,,,,,,,1,,,,,,,,,,2.333476,48.929386
2024-1108268,2024-03-12,000001,Vente,310000,1,,RUE DU ONZE NOVEMBRE 1918,6800,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0190,,,103,,22,95.96,,,,,,,2,2,Appartement,94,4,,,,,,2.33433,48.930882
2024-1108268,2024-03-12,000001,Vente,310000,3,,RUE DU ONZE NOVEMBRE 1918,6800,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0190,,,106,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.33433,48.930882
2024-1108293,2024-03-28,000001,Vente,126000,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,164,,73,43.95,,,,,,,2,3,Dépendance,,0,,,,,,2.325915,48.939675
2024-1108293,2024-03-28,000001,Vente,126000,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,164,,73,43.95,,,,,,,2,2,Appartement,42,2,,,,,,2.325915,48.939675
2024-1108463,2024-04-04,000001,Vente en l'état futur d'achèvement,404308,32,,QUAI ALFRED SISLEY,0037,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0221,,,2,,,,,,,,,,1,2,Appartement,89,4,,,,,,2.334209,48.939489
2024-1108463,2024-04-04,000001,Vente en l'état futur d'achèvement,404308,32,,QUAI ALFRED SISLEY,0037,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0221,,,61,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334209,48.939489
2024-1108472,2024-04-09,000001,Vente en l'état futur d'achèvement,282308,32,,QUAI ALFRED SISLEY,0037,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0221,,,98,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334209,48.939489
2024-1108472,2024-04-09,000001,Vente en l'état futur d'achèvement,282308,32,,QUAI ALFRED SISLEY,0037,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0221,,,52,,,,,,,,,,1,2,Appartement,55,3,,,,,,2.334209,48.939489
2024-1108628,2024-04-05,000001,Vente,210000,15,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0433,,,208,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328005,48.94366
2024-1108628,2024-04-05,000001,Vente,210000,17,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0433,,,101,59.23,,,,,,,,,1,2,Appartement,60,3,,,,,,2.328005,48.94366
2024-1108660,2024-04-17,000001,Vente en l'état futur d'achèvement,230000,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0249,,,73,,,,,,,,,,1,,,,,,,,,,2.327029,48.927197
2024-1108660,2024-04-17,000001,Vente en l'état futur d'achèvement,230000,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0249,,,161,,,,,,,,,,1,,,,,,,,,,2.327029,48.927197
2024-1108676,2024-04-16,000001,Vente en l'état futur d'achèvement,321050,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0249,,,72,,,,,,,,,,1,,,,,,,,,,2.327029,48.927197
2024-1108676,2024-04-16,000001,Vente en l'état futur d'achèvement,321050,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0249,,,160,,,,,,,,,,1,,,,,,,,,,2.327029,48.927197
2024-1108818,2024-04-10,000001,Vente en l'état futur d'achèvement,373000,24,,QUAI ALFRED SISLEY,0037,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0054,,,9,,,,,,,,,,1,,,,,,,,,,2.335188,48.938541
2024-1108818,2024-04-10,000001,Vente en l'état futur d'achèvement,373000,24,,QUAI ALFRED SISLEY,0037,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0054,,,82,,,,,,,,,,1,,,,,,,,,,2.335188,48.938541
2024-1108915,2024-04-26,000001,Vente en l'état futur d'achèvement,248350,32,,QUAI ALFRED SISLEY,0037,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0221,,,47,,,,,,,,,,1,2,Appartement,50,2,,,,,,2.334209,48.939489
2024-1108915,2024-04-26,000001,Vente en l'état futur d'achèvement,248350,32,,QUAI ALFRED SISLEY,0037,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0221,,,89,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334209,48.939489
2024-1108917,2024-04-24,000001,Vente,25000,19,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0468,,,485,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327129,48.943904
2024-1108917,2024-04-24,000001,Vente,25000,14,,RUE PAUL SIGNAC,6658,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0469,,,9,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327176,48.943565
2024-1108920,2024-04-11,000001,Vente,130000,14,,RUE CHAILLON,1435,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0385,,,121,65.8,232,,,,,,,,2,2,Appartement,56,3,,,,,,2.329585,48.936261
2024-1108920,2024-04-11,000001,Vente,130000,14,,RUE CHAILLON,1435,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0385,,,121,65.8,232,,,,,,,,2,3,Dépendance,,0,,,,,,2.329585,48.936261
2024-1108921,2024-04-16,000002,Vente,964500,87,,RUE DU FOND DE LA NOUE,3565,92390,92078,Villeneuve-la-Garenne,92,,,920780000L0437,,,,,,,,,,,,,0,,,,,S,sols,,,375,2.326845,48.934671
2024-1108948,2024-04-24,000001,Vente,164500,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,381,31.71,,,,,,,,,1,2,Appartement,31,1,,,,,,2.327666,48.92669
2024-1108948,2024-04-24,000001,Vente,164500,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,230,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327666,48.92669
2024-1108970,2024-04-25,000001,Vente,183000,16,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0466,,,20,46,,,,,,,,,1,2,Appartement,46,2,,,,,,2.329166,48.943738
2024-1108970,2024-04-25,000001,Vente,183000,16,B,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0466,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.329166,48.943738
2024-1108985,2024-04-17,000001,Vente en l'état futur d'achèvement,224000,61,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0051,,,116,,,,,,,,,,1,,,,,,,,,,2.333476,48.929386
2024-1108985,2024-04-17,000001,Vente en l'état futur d'achèvement,224000,61,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0051,,,479,,,,,,,,,,1,,,,,,,,,,2.333476,48.929386
2024-1109015,2024-04-16,000001,Vente,101000,6,,RUE DE L AVENIR,0080,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0059,,,3,,,,,,,,,,1,1,Maison,66,3,,,,,,2.330525,48.935843
2024-1109108,2024-04-26,000001,Vente,175000,1,,IMP JEAN MOULIN,4561,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0349,,,80,,,,,,,,,,1,2,Appartement,67,4,,,,,,2.330223,48.941063
2024-1109108,2024-04-26,000001,Vente,175000,1,,IMP JEAN MOULIN,4561,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0349,,,80,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.330223,48.941063
2024-1109166,2024-05-03,000001,Vente,113000,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,384,22.38,,,,,,,,,1,2,Appartement,22,1,,,,,,2.327666,48.92669
2024-1109216,2024-05-06,000001,Vente en l'état futur d'achèvement,194000,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0249,,,64,,,,,,,,,,1,,,,,,,,,,2.327029,48.927197
2024-1109268,2024-04-26,000001,Vente en l'état futur d'achèvement,10204769,,,LA BERTRANE,B002,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0077,,3,,,,,,,,,,,0,,,,,,,,,,2.330191,48.927732
2024-1109268,2024-04-26,000001,Vente en l'état futur d'achèvement,10204769,,,LA BERTRANE,B002,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0077,,4,,,,,,,,,,,0,,,,,,,,,,2.330191,48.927732
2024-1109268,2024-04-26,000001,Vente en l'état futur d'achèvement,10204769,,,LA BERTRANE,B002,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0077,,6,,,,,,,,,,,0,,,,,,,,,,2.330191,48.927732
2024-1109268,2024-04-26,000001,Vente en l'état futur d'achèvement,10204769,,,LA BERTRANE,B002,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0077,,7,,,,,,,,,,,0,,,,,,,,,,2.330191,48.927732
2024-1109268,2024-04-26,000001,Vente en l'état futur d'achèvement,10204769,,,LA BERTRANE,B002,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0077,,8,,,,,,,,,,,0,,,,,,,,,,2.330191,48.927732
2024-1109366,2024-05-13,000001,Vente,240000,14,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0143,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334997,48.936893
2024-1109366,2024-05-13,000001,Vente,240000,14,,RUE HENRI BARBUSSE,4420,92390,92078,Villeneuve-la-Garenne,92,,,920780000H0143,,,78,68.65,,,,,,,,,1,2,Appartement,72,4,,,,,,2.334997,48.936893
2024-1109375,2024-05-14,000001,Vente,170000,13,,RUE DU HAUT DE LA NOUE,4410,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,322,81.88,,,,,,,,,1,2,Appartement,81,5,,,,,,2.326408,48.932486
2024-1109375,2024-05-14,000001,Vente,170000,13,,RUE DU HAUT DE LA NOUE,4410,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,373,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326408,48.932486
2024-1109381,2024-05-02,000001,Vente,125000,48,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,83,59.38,93,,,,,,,,2,3,Dépendance,,0,,,,,,2.332128,48.938453
2024-1109381,2024-05-02,000001,Vente,125000,48,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0313,,,83,59.38,93,,,,,,,,2,2,Appartement,58,3,,,,,,2.332128,48.938453
2024-1109511,2024-05-03,000001,Vente,554765,4,,RUE DES SORBIERS AUX OISEAUX,8545,92390,92078,Villeneuve-la-Garenne,92,,,920780000E0188,,,,,,,,,,,,,0,1,Maison,96,4,S,sols,,,326,2.334639,48.940066
2024-1109618,2024-05-03,000001,Vente,92000,223,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,110,20,,,,,,,,,1,4,Local industriel. commercial ou assimilé,38,0,,,,,,2.332382,48.934813
2024-1109631,2024-05-03,000001,Vente,15000,29,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,164,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.332382,48.934813
2024-1109665,2024-05-22,000001,Vente,270000,1,,MAIL ROGER PREVOT,8140,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0469,,,28,81.05,7,,,,,,,,2,3,Dépendance,,0,,,,,,2.327176,48.943565
2024-1109665,2024-05-22,000001,Vente,270000,1,,MAIL ROGER PREVOT,8140,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0469,,,28,81.05,7,,,,,,,,2,2,Appartement,98,4,,,,,,2.327176,48.943565
2024-1109665,2024-05-22,000001,Vente,270000,1,,MAIL ROGER PREVOT,8140,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0469,,,215,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327176,48.943565
2024-1109912,2024-05-24,000001,Vente,140000,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,189,,85,44.2,,,,,,,2,2,Appartement,44,2,,,,,,2.325915,48.939675
2024-1109912,2024-05-24,000001,Vente,140000,15,,AV PAUL HERBE,6655,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0308,,,189,,85,44.2,,,,,,,2,3,Dépendance,,0,,,,,,2.325915,48.939675
2024-1110022,2024-05-23,000001,Vente,240000,33,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0491,,,520,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.325855,48.944007
2024-1110022,2024-05-23,000001,Vente,240000,43,,AV DU PONANT,7155,92390,92078,Villeneuve-la-Garenne,92,,,920780000D0491,,,405,76.97,,,,,,,,,1,2,Appartement,76,4,,,,,,2.325855,48.944007
2024-1110079,2024-05-28,000001,Vente,114000,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,390,,,,,,,,,,1,2,Appartement,22,1,,,,,,2.327666,48.92669
2024-1110187,2024-06-05,000001,Vente en l'état futur d'achèvement,328720.38,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,70,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2024-1110187,2024-06-05,000001,Vente en l'état futur d'achèvement,328720.38,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,172,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2024-1110455,2024-06-07,000001,Vente,156000,13,,RUE DU HAUT DE LA NOUE,4410,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,313,82.44,,,,,,,,,1,2,Appartement,81,5,,,,,,2.326408,48.932486
2024-1110455,2024-06-07,000001,Vente,156000,13,,RUE DU HAUT DE LA NOUE,4410,92390,92078,Villeneuve-la-Garenne,92,,,920780000M0171,,,360,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326408,48.932486
2024-1110501,2024-06-14,000001,Vente en l'état futur d'achèvement,225000,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,43,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2024-1110501,2024-06-14,000001,Vente en l'état futur d'achèvement,225000,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,180,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2024-1110510,2024-05-29,000001,Vente,140000,37,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0378,,,229,,341,,,,,,,,2,2,Appartement,66,3,,,,,,2.328071,48.937802
2024-1110510,2024-05-29,000001,Vente,140000,37,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0378,,,229,,341,,,,,,,,2,3,Dépendance,,0,,,,,,2.328071,48.937802
2024-1110527,2024-05-22,000001,Vente,155000,38,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0772,,,590,,609,36.85,,,,,,,2,2,Appartement,37,1,,,,,,2.330838,48.935809
2024-1110527,2024-05-22,000001,Vente,155000,38,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0772,,,590,,609,36.85,,,,,,,2,3,Dépendance,,0,,,,,,2.330838,48.935809
2024-1110527,2024-05-22,000001,Vente,155000,38,,AV DE VERDUN,9160,92390,92078,Villeneuve-la-Garenne,92,,,920780000G0772,,,686,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.330838,48.935809
